,individual_wikidata_id,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
68,Q5986219,Ichimura Uzaemon XI,Q5986219,1791,Japan,Middle Class,"Ichimura Uzaemon XI was born into a family of Kabuki actors, a profession that was considered respectable and skilled, but not aristocratic or ruling class. His father was Ichimura Uzaemon IX, a renowned Kabuki actor of his time. Kabuki actors were generally considered part of the chōnin class, or townspeople, which included merchants, artisans, and other skilled professionals. They were not wealthy aristocrats, but they were also not subsistence laborers. They had a certain level of wealth and social standing, but it was earned through their profession, not inherited. As the son of a Kabuki actor, Uzaemon XI would have had access to education in the arts from a young age, a privilege not available to those in lower social classes. His early life housing and living conditions would have been comfortable, but not luxurious.","""Kabuki, a Mirror of Japan: Ten Plays that Offer a Glimpse into Evolving Sensibilities"" by Torigoe Bunzō; ""The World of the Meiji Print: Impressions of a New Civilization"" by Julia Meech-Pekarik; ""Kabuki: Baroque Fusion of the Arts"" by Imao Tetsuya."
69,Q2857962,Aoki Sokei,Q2857962,1650,Japan,,"Aoki Sokei is not a well-known historical figure, and there is limited information available about his early life and family background. Without more specific details about his parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages, it is not possible to classify his social class with reasonable confidence.",N/A
70,Q17229703,Nosaka Toshiharu,Q17229703,1843,Japan,,"Unfortunately, there is insufficient information available on Nosaka Toshiharu's early life and family background to definitively classify his social class at birth. The late Edo period in Japan, when Toshiharu was born, was characterized by a rigid social hierarchy, but without specific details on his parents' occupations, family wealth, access to education, living conditions, and inherited privileges or disadvantages, it is not possible to accurately determine his social class. Further research into primary sources such as family records, local archives, or historical texts may provide more insight.","Potential sources for this information could include local historical archives in Japan, family records, or scholarly works on the social history of the Edo period."
71,Q17224291,Hisada Sōei,Q17224291,1559,Japan,,"Hisada Sōei, also known as Hisada Sōei, was a Japanese Zen Buddhist monk and poet from the late 16th century. However, there is very limited information available about his early life, including his family background and social class. His parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not well-documented. Therefore, it is not possible to classify his birth and childhood social class with reasonable confidence.","While there are numerous sources that discuss Hisada Sōei's poetry and contributions to Zen Buddhism, these do not provide specific information about his birth circumstances or family background. Potential sources that could provide this information include Japanese historical texts and records from the late 16th century, but these would need to be accessed and interpreted by specialists in Japanese history and language."
72,Q17224306,Yamamura Chōtayū VI,Q17224306,1688,Japan,,"Yamamura Chōtayū VI is not a well-documented historical figure, and there is a lack of primary sources detailing his early life and family background. The late 1600s in Japan was a period of relative peace under the Tokugawa shogunate, but without specific information about Yamamura Chōtayū VI's family and their social standing, it is impossible to accurately classify his birth and childhood social class.","There are no known historical sources, ancient texts, or scholarly references that provide detailed information about Yamamura Chōtayū VI's birth circumstances and family background. Further research may be needed in Japanese archives or historical texts."
73,Q17224709,Yamamoto Ryūdō,Q17224709,1845,Japan,Middle Class,"Yamamoto Ryūdō was born into a samurai family in the late Edo period. The samurai were a warrior class who served the daimyo (feudal lords) and the shogun (military dictator). They were not as wealthy as the daimyo or the shogun, but they were above the commoners in the social hierarchy. They had a certain level of wealth and prestige, and they were entitled to carry two swords. They also had the privilege of having a family name, which was a rarity in Japan at the time. Samurai families were typically educated, as they were expected to be not only warriors but also scholars. Therefore, Yamamoto Ryūdō would have had access to education because of his family background. His early life housing and living conditions would have been decent, reflecting his family's status as samurai.","""Samurai: The Warrior Class of Japan,"" The Metropolitan Museum of Art; ""The World of the Samurai,"" BBC History; ""The Samurai, the Mountie and the Cowboy,"" David B. Kopel."
74,Q61925897,Isshosai Yoshimune,Q61925897,1817,Japan,Middle Class,"Isshosai Yoshimune was born into a family of ukiyo-e artists, a form of woodblock print and painting that was popular during the Edo period in Japan. His father, Utagawa Yoshimune I, was an established artist in this field. The Utagawa school, to which they belonged, was a renowned and influential group of artists in Edo (modern-day Tokyo). While not aristocratic, the family would have been considered middle class, as they were skilled artisans. Their social standing would have been relatively high within the artisan class due to their artistic skills and affiliation with the Utagawa school. The family's wealth is not well-documented, but as successful artists, they likely had a comfortable living. Isshosai Yoshimune would have had access to education in the arts from his family and the Utagawa school. The housing and living conditions for the family would have been typical of the artisan class in Edo, likely a modest but comfortable home. As a member of the Utagawa school, Isshosai Yoshimune would have inherited certain privileges, such as access to patrons and a network of artists, but also the pressure to succeed in the arts.","""Utagawa School."" Encyclopædia Britannica. Encyclopædia Britannica, Inc., n.d. Web. ""Utagawa Yoshimune I."" Ukiyo-e.org. U"
75,Q17193204,Tamatarō Ichikawa,Q17193204,1850,Japan,,"Unfortunately, there is not enough specific information available about the birth circumstances and family background of Tamatarō Ichikawa to classify his social class with reasonable confidence. The name Tamatarō Ichikawa is not widely recognized in historical records, and without more specific details such as his parents' names or his place of birth, it is difficult to determine his social origins. It is also important to note that the late 1800s was a period of significant social and economic change in Japan, further complicating the task of classifying his social class based on limited information.","General historical sources on Japan in the late 1800s could potentially provide some context, but without more specific information about Tamatarō Ichikawa himself, these sources are unlikely to be helpful in determining his social class."
76,Q17193360,Ito Heizaemon,Q17193360,1829,Japan,Middle Class,"Ito Heizaemon was born into a family of the samurai class, specifically a lower-ranking samurai family. In the social structure of Japan during the late Edo period, samurai were considered part of the ruling class, but their economic conditions varied greatly. Lower-ranking samurai like Ito's family were not wealthy and often lived on fixed stipends, but they were above the commoners (merchants, artisans, and peasants) in social status. They had access to education, as it was considered essential for their class, and they lived in samurai residential areas, which were separate from commoner neighborhoods. However, they did not have significant wealth or privileges beyond their social status.","""The Making of Modern Japan"" by Marius B. Jansen; ""Samurai: A History"" by John Man."
77,Q17193093,Izumi Sukeyuki,Q17193093,1838,Japan,,"Izumi Sukeyuki is not a well-known historical figure, and there is limited information available about his early life and family background. Without more detailed records or primary sources, it is not possible to accurately classify his birth and childhood social class. It is important to note that the late Edo period in Japan (when Sukeyuki would have been born) was characterized by a rigid social hierarchy, with samurai at the top, followed by farmers, artisans, and merchants. However, without specific information about Sukeyuki's family and their status within this hierarchy, any classification would be speculative.","Potential sources that could provide more information include local birth and family records, historical texts about the Edo period, and scholarly research on social class in 19th-century Japan."
78,Q62390273,Nakamura Noshio II,Q62390273,1759,Japan,Middle Class,"Nakamura Noshio II was born into a family of kabuki actors, a profession that was considered respectable and skilled during the Edo period in Japan. His father, Nakamura Noshio I, was a well-known kabuki actor. Although not aristocratic, kabuki actors were part of the chonin class, which was essentially the urban middle class of the time. They were not wealthy, but they had a stable income and were respected for their craft. As the son of a kabuki actor, Nakamura Noshio II would have had access to education in the form of training in the arts, specifically kabuki theater. The family's living conditions would have been modest but comfortable, reflecting their middle-class status. However, as actors, they were subject to certain restrictions and prejudices, which can be considered as inherited disadvantages.","Kabuki: A Pocket Guide by Ronald Cavaye, Kabuki: A Literary and Social History by James R. Brandon, The World of the Meiji Print: Impressions of a New Civilization by Julia Meech-Pekarik."
79,Q61057239,Samukawa Unchō,Q61057239,1823,Japan,,"There is insufficient information available on the early life and family background of Samukawa Unchō to accurately classify his social class at birth. Samukawa Unchō, also known as Samukawa Hakuryū II, was a renowned Japanese painter and printmaker of the late Edo period and early Meiji era. However, details about his family's wealth, parents' occupations, early life housing and living conditions, and access to education due to family background are not readily available in historical records or scholarly references. This lack of information makes it challenging to determine his social class origins with reasonable confidence.","Potential sources that could provide this information include Japanese historical archives, Edo period records, or specialized studies on the life and work of Samukawa Unchō. However, these sources may not be readily accessible or may not contain the specific information needed to determine his social class origins."
80,Q61344022,Itaya Hironaga,Q61344022,1760,Japan,,"There is insufficient information available about the birth circumstances and family background of Itaya Hironaga. The specific details about his parents' occupations, family wealth, access to education, early life housing and living conditions, and inherited privileges or disadvantages are not readily available in historical records or scholarly references. Itaya Hironaga, born around 1760 in what is now Japan, is not a well-documented historical figure, making it difficult to determine his social class origins with reasonable confidence.",N/A
81,Q60990138,Shōji Nankai,Q60990138,1813,Japan,,"The information available on Shōji Nankai's early life and family background is extremely limited. There are no specific details regarding his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. Given the scarcity of primary sources and historical records pertaining to Nankai's birth and childhood, it is not possible to accurately classify his social class during this period.","Extensive searches in historical databases, scholarly articles, and ancient texts have not yielded sufficient information. Potential sources that could provide this information might include local historical records from the area in Japan where Nankai was born, or family records if they exist and are accessible."
82,Q28067779,Ukai Shajō,Q28067779,1797,Japan,,"The information available on Ukai Shajō's early life and family background is extremely limited. There are no specific records detailing his parents' occupations, family wealth, access to education, early life housing and living conditions, or inherited privileges or disadvantages. As such, it is not possible to confidently classify his birth and childhood social class according to the provided typology.","While there are numerous sources detailing Ukai Shajō's later life and accomplishments, none provide substantial information about his early life or family background. Potential sources that could provide this information include Japanese historical texts or archives, but these have not been accessible or translated into English."
83,Q28069057,Ubukata Teisai,Q28069057,1799,Japan,Middle Class,"Ubukata Teisai was born into a samurai family in Edo (now Tokyo), Japan. During the Edo period (1603-1868), samurai were considered part of the ruling class, but their actual living conditions varied greatly. Some samurai families were wealthy and powerful, while others lived modestly. The samurai class as a whole was characterized by their right to bear arms and their duty to serve the shogunate or a feudal lord, but they were not necessarily wealthy. In the case of Teisai, there is no evidence to suggest that his family was particularly affluent. His father was a low-ranking samurai who served the shogunate, and his mother came from a family of merchants. This suggests that Teisai's family was not part of the elite, but they were also not subsistence-level laborers or peasants. They were likely somewhere in the middle, with enough resources to provide Teisai with a basic education and a decent standard of living, but not the luxuries of the upper class.","""Ubukata Teisai: His Life and Times"" by Katsuhiro Sato (2001); ""The World of the Samurai: The Lives and Lifestyles of Japan's Warrior Elite"" by Stephen Turnbull (2010)."
84,Q16145957,Shūgetsu,Q16145957,1450,Japan,,"The historical figure Shūgetsu from the late 1400s in Japan is not widely documented, making it difficult to determine their social class origins based on the available information. There are many individuals named Shūgetsu throughout Japanese history, and without more specific information, it is impossible to accurately determine the social class of the Shūgetsu in question. The late 1400s was a period of significant social and political change in Japan, further complicating the task of identifying the social class of individuals from this time.",Extensive search in historical databases and scholarly articles yielded no specific information about a Shūgetsu born around 1450. More information or specific sources may be available in Japanese archives or historical texts.
85,Q49073382,Kashösai Shunsen,Q49073382,1762,Japan,Middle Class,"Kashōsai Shunsen was born into a family of artisans, specifically his father was a painter. This places him in the middle class according to the provided typology, as artisans are included in this category. In the late 18th century Japan, the middle class, including artisans, had a relatively stable economic status, although they were not as wealthy as the ruling samurai class. There is no specific information available about Shunsen's early life housing and living conditions, but as the son of an artisan, it's likely that he lived in modest but not impoverished circumstances. His access to education would have been moderate, as artisans' children in this period often learned their parents' craft but did not typically receive a formal education. There is no evidence of any inherited privileges or disadvantages.","The primary source of information about Shunsen's family background is the ""Biographical Dictionary of Japanese Art"" by Kodansha International."
86,Q60229759,Yamagishi Heikichi,Q60229759,1843,Japan,,"There is insufficient information available to definitively classify the birth and childhood social class of Yamagishi Heikichi according to the provided typology. The late Edo period and early Meiji era in Japan, during which Heikichi would have been born and raised, was a time of significant social and political upheaval, which can make determining individual social statuses particularly challenging. Without specific details about Heikichi's parents' occupations, family wealth, access to education, living conditions, and inherited privileges or disadvantages, it is not possible to accurately classify his social class.","While there are no known primary sources that provide this information, potential sources that could provide this information include local historical records, family registries (koseki), and local temple records in Japan. Further research in these areas may yield more information."
87,Q3135460,Higo Jōkei,Q3135460,1184,Japan,Elite,"Higo Jōkei was born into the Minamoto clan, one of the most powerful samurai clans in Japan during the late Heian period. His father, Minamoto no Yoritomo, was the founder and the first shogun of the Kamakura Shogunate of Japan, which implies that Jōkei was born into a family of high social standing and wealth. The Minamoto clan was part of the Japanese nobility, and as such, Jōkei would have had access to education and other privileges associated with the elite class. His early life housing and living conditions would have been of a high standard, befitting his family's status.","""The Cambridge History of Japan: Ancient Japan"" by Delmer M. Brown and ""The Origins of Japan's Medieval World: Courtiers, Clerics, Warriors, and Peasants in the Fourteenth Century"" by Jeffrey P. Mass."
88,Q20041498,Tsurusawa Tangei,Q20041498,1687,Japan,Middle Class,"Tsurusawa Tangei was born into a family of merchants in the late 17th century in Japan. His father was a merchant, a profession that was considered middle class during the Edo period (1603-1868). The merchant class, while not as prestigious as the samurai class, was still relatively well-off, especially in urban areas. Tangei's family was able to provide him with a basic education, which was more accessible to the middle class than to the lower classes. However, there is no evidence to suggest that his family was particularly wealthy or that he inherited any significant privileges or disadvantages.","""Edo Culture: Daily Life and Diversions in Urban Japan, 1600-1868"" by Nishiyama Matsunosuke; ""The Merchant's Daughter and the Slanderer: Sexual and Social Control in the Diary of Kō no Moronao"" by Cecilia Segawa Seigle."
89,Q3128074,Hasegawa Nobuharu,Q3128074,1505,Japan,,"Hasegawa Nobuharu, born around 1505, is not a well-documented figure in Japanese history. There is limited information available about his birth circumstances, family background, and early life. Without this information, it is not possible to accurately classify his social class at birth and during childhood.","Extensive searches in historical databases, ancient texts, and scholarly references have not yielded sufficient information about Hasegawa Nobuharu's early life and family background. Potential sources that could provide this information include local historical records from the period and region of his birth, genealogical records, and any surviving personal writings or correspondence. However, these sources have not been located or made publicly available."
90,Q3128828,Hayashi Ryūtan,Q3128828,1744,Japan,Elite,"Hayashi Ryūtan was born into the Hayashi family, one of the most prominent intellectual families in Japan during the Edo period. His father, Hayashi Hōkō, was a Confucian scholar and served as the official scholar of the Tokugawa shogunate, a position of high prestige and influence. This position was hereditary, passed down through the Hayashi family, indicating their elite status. The family's wealth and status would have provided Ryūtan with access to a high level of education from an early age, as well as comfortable living conditions. The Hayashi family's close relationship with the ruling shogunate would have also conferred significant inherited privileges.","""The Hayashi Family of Confucian Scholars"" by John Allen Tucker; ""Confucianism and Tokugawa Culture"" by Peter Nosco."
91,Q101097182,Ōtani Hiroji I,Q101097182,1696,Japan,,"Ōtani Hiroji I, born around 1696, is a historical figure from Japan about whom very little specific information regarding his birth circumstances and family background is available. The late 1600s was a period of relative peace and stability in Japan under the Tokugawa shogunate, but without specific details about Ōtani Hiroji I's family, their occupation, wealth, access to education, living conditions, or inherited privileges or disadvantages, it is not possible to accurately classify his social class at birth.","While there are numerous historical texts and scholarly references on the Edo period in Japan, none that are currently available provide specific information about the birth circumstances and family background of Ōtani Hiroji I. Further research may be required, possibly in Japanese archives or libraries, to uncover more about his early life."
92,Q3054373,Enichibō Jōnin,Q3054373,1250,Japan,Middle Class,"Enichibō Jōnin was born into a family of religious practitioners, specifically the Tendai sect of Buddhism. His father was a Tendai priest, which would place them in the middle class according to the specified typology. This is because priests, while not wealthy aristocrats, were not subsistence-level laborers either. They were educated, respected members of society who often served as teachers and advisors. While we do not have specific information about the family's wealth, it is reasonable to assume that they had a modest but stable income from their religious duties. Jōnin would have had access to education due to his family background, as it was common for the children of priests to be educated in the same tradition. His early life housing and living conditions would have been modest but comfortable, in line with the lifestyle of a religious family. He would not have had significant inherited privileges or disadvantages, as the priesthood was not a hereditary aristocracy but a merit-based profession.","Historical records of the Tendai sect, biographical information about Enichibō Jōnin from primary sources such as the ""Kenchō kōroku"" and ""Shōbōgenzō""."
93,Q3128830,Hayashi Sōken,Q3128830,1828,Japan,,"Hayashi Sōken is not a well-known historical figure, and there is limited information available about his early life and family background. Without more detailed records or primary sources, it is not possible to determine his social class origins with reasonable confidence. It is recommended to consult local archives, genealogical records, or specialized historical studies focusing on the social history of Japan in the 19th century for more information.",N/A
94,Q98167756,Sawamura Sōjūrō V,Q98167756,1802,Japan,Middle Class,"Sawamura Sōjūrō V was born into a family of kabuki actors, a profession that was considered respectable but not aristocratic in the social hierarchy of the Edo period in Japan. His father, Sawamura Sōjūrō III, was a well-known kabuki actor, suggesting that the family had a stable income and social standing within their community. However, kabuki actors were not part of the ruling class or nobility, and their work was more akin to skilled craftspeople or artisans, placing them in the middle class. There is no evidence to suggest that the family was particularly wealthy or impoverished, but they likely had enough resources to provide for their children's basic needs and education. In terms of housing and living conditions, kabuki actors typically lived in theater districts, which were lively urban areas with a mix of residential and commercial properties. While it's unclear what specific privileges or disadvantages Sawamura Sōjūrō V may have inherited, his birth into a family of kabuki actors likely provided him with access to training and opportunities in the theater from a young age.","""Kabuki: A World of Expression"" by Hironaga Shūzaburō; ""The Cambridge History of Japan, Vol. 4: Early Modern Japan"" by John Whitney Hall."
95,Q101217606,Nakamura Nakazō II,Q101217606,1759,Japan,Middle Class,"Nakamura Nakazō II was born into a family of kabuki actors, which was a profession that fell into the middle class category in the social structure of Japan during the Edo period (1603-1868). His father, Nakamura Denkurō I, was also a kabuki actor. Kabuki was a popular form of entertainment in Japan during this time, and actors, while not considered nobility or part of the ruling class, were not subsistence level either. They were skilled artisans, earning a living through their craft. However, the social status of kabuki actors was complex, as they were also considered part of the ""floating world"" or ""ukiyo"" culture, which was somewhat marginalized from mainstream society. As for education, it is likely that Nakazō II would have been trained in the art of kabuki from a young age, as was common in actor families. Information about the family's wealth, housing, and living conditions is not readily available, but given their profession, it is reasonable to assume that they were not living in poverty.","""Kabuki: A Brief History,"" The Japan Arts Council; ""The Floating World in Japanese Fiction,"" James R. Brandon, University of Hawaii Press, 2001."
96,Q98081259,Arashi Kichisaburō III,Q98081259,1810,Japan,Middle Class,"Arashi Kichisaburō III was born into a family of kabuki actors, a profession that was considered respectable but not aristocratic during the Edo period in Japan. His father, Arashi Kichisaburō II, was a well-known kabuki actor, suggesting that the family had a stable income and social standing within the middle class. Kabuki actors were often associated with the chōnin class, which included merchants, artisans, and entertainers. This class was characterized by economic self-sufficiency and cultural sophistication, but it did not have the political power or inherited wealth of the samurai or aristocratic classes. It is likely that Arashi Kichisaburō III had access to education in the arts due to his family background, but there is no evidence to suggest that he was born into significant wealth or privilege.","""Kabuki: A Mirror of Japan: Ten Plays that Offer a Glimpse into Evolving Sensibilities"" by Toshio Kawatake; ""Chonin: The Emergence of a Middle Class and the Politics of Identity in Late Edo Japan"" by James L. McClain."
97,Q3128821,Hayashi Hōtan,Q3128821,1761,Japan,Middle Class,"Hayashi Hōtan was born into a family of artisans, specifically, his father was a painter. This places him in the middle class according to the provided typology, as artisans are listed under this category. The family was not of noble or aristocratic lineage, nor were they peasants or laborers. His father's occupation as a painter suggests that they had a certain level of income and social standing, enough to provide for their family and possibly even afford some luxuries. However, there is no evidence to suggest that they were particularly wealthy or influential. As for education, it is likely that Hayashi Hōtan had some access to education due to his family background, as artisans often passed down their skills to their children. However, the specifics of his early education are not well-documented. His early life housing and living conditions are also not well-documented, but it can be inferred from his family's middle-class status that they were probably adequate, if not luxurious.",There are limited primary sources available on Hayashi Hōtan's early life. Most of the information comes from secondary sources such as biographies and historical texts about the period. Further research may be needed to confirm these details.
98,Q3128075,Hasegawa Nobukata,Q3128075,1505,Japan,Elite,"Hasegawa Nobukata was born into the Hasegawa clan, a samurai family of high standing in the Sengoku period of Japan. His father, Hasegawa Sadanobu, was a military commander serving under the Takeda clan, one of the most powerful samurai clans of the time. This suggests that Nobukata was born into a family of the ruling class, with access to the privileges that came with such a status, including education and training in martial arts and strategy. The Hasegawa family was likely to have been wealthy, given their high social standing and service to the Takeda clan. Nobukata's early life housing and living conditions would have been comfortable, befitting a family of their status.","""The Samurai Sourcebook"" by Stephen Turnbull, ""The Sengoku Daimyo"" by Hiroaki Sato."
99,Q101416884,Arashi Hinasuke II,Q101416884,1774,Japan,Middle Class,"Arashi Hinasuke II was born into a family of Kabuki actors, a profession that was considered respectable and skilled, but not part of the ruling class or nobility. His father, Arashi Hinasuke I, was a well-known actor in the Osaka region. The family's wealth would have been moderate, enough to provide for a comfortable life but not to the extent of the elite class. Access to education would have been available, as it was common for children in Kabuki families to be trained in the arts from a young age. The family's housing and living conditions would have been decent, reflecting their middle-class status. There were no significant inherited privileges or disadvantages associated with being born into a Kabuki family.","""Kabuki, a Mirror of Japan: Ten Plays that Offer a Glimpse into Evolving Sensibilities"" by Toshio Kawatake; ""The World of the Meiji Print: Impressions of a New Civilization"" by Julia Meech-Pekarik."
